id,name,description,images,latitude,longitude,cityId,city,description_length,number_of_images
2,Laguna del Cacique Guatavita,"La Laguna del Cacique Guatavita se encuentra en la cordillera oriental de Colombia, en la vereda tierra negra del municipio de Sesquilé, bajo jurisdicción de la corporación Corporación Autónoma Regional CAR, a una distancia de 75 km al nordeste de Bogotá, provincia de Almeidas de Cundinamarca. Para llegar, se accede por la autopista Norte hasta Sesquilé o por la vía Guasca - Sesquilé. La laguna está a una de altitud de 3100 m s. n. m. y a una temperatura de 5 a 11 °C. Es una depresión montañosa de forma perfectamente circular, con cerca 700 m de diámetro, rodeada de bosques nativos de encenillos. En la cordillera Oriental los lagos paramunos de mayor tamaño ocupan comúnmente antiguos circos glaciares, sin embargo, se cree que la depresión de la laguna del cacique Guatavita se formó por un colapso por disolución de estratos salinos, lo que concuerda con las características geológicas de la región, donde hay grandes depósitos salinos como los de Zipaquirá, Nemocón y Tausa.",https://upload.wikimedia.org/wikipedia/commons/6/64/LagunaDeGuatavita.jpg,4.977222,-73.775556,596,Sesquilé,985,1
38,Parque Jaime Duque,"El parque fue desarrollado e inaugurado el 27 de febrero de 1983 por Jaime Duque Grisales, una personalidad de la aviación civil colombiana y el primer jefe de pilotos nacional de la aerolínea Avianca.1​ Quiso crear un espacio cultural y recreativo para toda la familia, con el ánimo de generar ganancias para ayudar a entidades sin ánimo de lucro dedicadas al servicio de los ancianos, adultos y los niños.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Edificio_el_C%C3%B3ndor.jpg/220px-Edificio_el_C%C3%B3ndor.jpg,4.94769,-73.9631,613,Tocancipá,407,1
15,La Catedral de Sal,"La Catedral de la Sal es un recinto construido en el interior de las minas de sal de Zipaquirá, en el departamento de Cundinamarca, Colombia. El diseño arquitectónico y artístico de la nueva Catedral de Sal, es propio del arquitecto bogotano Roswell Garavito Pearl, el cual salió aprobado tras la elección del proyecto que contenía un total de 44 propuestas en un concurso convocado por la Sociedad Colombiana de Arquitectos en 1990; mientras que la dirección técnica de ingeniería fue ejecutada por el ingeniero bogotano Jorge Enrique Castelblanco Reyes. En su interior se encuentra una rica colección artística, especialmente de esculturas de sal y mármol en un ambiente lleno de un profundo sentido religioso que atrae a turistas.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Catedral_de_Sal_de_Zipaquira.jpg/250px-Catedral_de_Sal_de_Zipaquira.jpg,5.01876,-74.0093,641,Zipaquirá,733,1
6,Cerro Azul,"Cerro Azul es un yacimiento arqueológico excavado entre 2014 y 2015, que se encuentra a 26 km al occidente de San José del Guaviare y a 5 km al sur de la margen derecha del río Guayabero. Se trata de un abrigo rocoso, en el cual se hallaron pictografías, ocre, instrumentos líticos, fragmentos de alfarería, restos de fauna y flora, semillas arqueológicas, fitolitos y un enterramiento humano. En los niveles más superficiales de la excavación, a menos de 40 cm de profundidad, están asociados a restos de alfarería y semillas de yuca. Entre los 40 y 85 cm de profundidad aumenta la densidad de instrumentos líricos y no hay fragmentos cerámicos. Entre los 85 y 100 cm solo hay poca presencia de carbón vegetal. El nivel de excavación 85 cm ha sido datado por radiocarbono en 12.045 años AP, según la cronología calibrada, mientras el nivel 27 cm data de hace 320 años.",https://www.colombia.co/wp-content/uploads/2017/09/15pinturascerroazul.jpg,2.529728,-72.866389,654,San José del Guaviare,869,1
12,Desierto de la Tatacoa,"El Desierto de la Tatacoa es considerado como uno de los principales atractivos ambientales y turísticos del departamento del Huila, donde los procesos de erosión, las plantas de cactus y arbustos espinosos, las condiciones extremas del clima, y los hallazgos fósiles, llaman la atención de visitantes interesados en la apreciación de la naturaleza, al igual que de científicos de diversos países que investigan la evolución de la tierra y de los organismos vivos. Es la segunda zona árida más extensa de Colombia después de la Península de La Guajira. ""La Tatacoa"", no es justamente un desierto, sino un bosque seco tropical.",https://denomades.s3.us-west-2.amazonaws.com/blog/wp-content/uploads/2018/03/05120711/28435484_453545111727809_1993115415210885120_n-1024x741.jpg,3.23,-75.17,657,Neiva,626,1
37,San agustin,"San Agustín es un municipio colombiano ubicado en el sur del departamento de Huila. Yace sobre la parte oriental de la región del macizo colombiano, donde se encuentra el más alto valle del río Magdalena, resguardado por las primeras estribaciones de las cordilleras central y oriental. Su extensión territorial es de 1.574 km², su altura es de 1.730 msnm y su temperatura promedio es de 18 °C. Cuenta con una población de 34.120 habitantes de acuerdo con proyección del DANE para año 2019.4​ Hace parte de la región Subsur del departamento del Huila. Su economía se basa en la producción de café, caña de azúcar, la ganadería y los servicios turísticos y comerciales. Es conocida como «Capital Arqueológica del Huila». En territorio del municipio se encuentra ubicado el Parque Arqueológico de San Agustín, que es uno de los más importantes espacios arqueológicos en Colombia y el mundo. Este fue declarado Patrimonio de la Humanidad por la Unesco en 1995.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/San_Agust%C3%ADn_square_%28Plaza_de_San_Agust%C3%ADn%29_%284925133723%29.jpg/250px-San_Agust%C3%ADn_square_%28Plaza_de_San_Agust%C3%ADn%29_%284925133723%29.jpg,1.879167,-76.268333,693,San Agustín,957,1
8,Cabo de la vela,"El cabo de la Vela es un accidente costero que se encuentra situado en el extremo norte de Suramérica, en el sur del mar Caribe; específicamente en la península de la Guajira en Colombia. La parte norte posee una altura de 47 m s. n. m.",https://cdn.colombia.com/images/v2/turismo/sitios-turisticos/la-guajira/cabo-de-la-vela-guajira-800.webp,12.22,-72.15,704,Uribia,236,1
39,Jericó,"Jericó es un municipio de Colombia, situado en la subregión suroeste del departamento de Antioquia. Hace parte de la Red de pueblos patrimonio de Colombia. Limita por el norte con los municipios de Tarso y Fredonia, por el este con los municipios de Fredonia y Támesis, por el sur con los municipios de Támesis, Jardín y Andes y por el oeste con Andes y Pueblorrico. Jericó es conocido como La Atenas del Suroeste, dado el progreso y la cultura de su gente; llamado también el ""pueblo más hermoso de Antioquia"" por su topografía, estilo republicano y paisajes.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Jeric%C3%B3%2C_Antioquia%2C_Colombia.JPG/800px-Jeric%C3%B3%2C_Antioquia%2C_Colombia.JPG,5.791111,-75.785833,68,Jericó,560,1
5,Caño Cristales,"Caño Cristales es un río de Colombia que está ubicado en la sierra de la Macarena, en el municipio del mismo nombre, en el departamento del Meta. Ha sido denominado «el río de los dioses», «el río de los siete colores», «el arco iris que se derritió» e, incluso, «el río más hermoso del mundo»,1​ ya que en su fondo se reproducen plantas acuáticas que con la exposición al sol cambian de color en un proceso que va desde el verde hasta un rojo intenso. Esto produce el efecto visual de estar frente a un río de seis colores: rojo, amarillo y verde, por las plantas; negro, por el agua de selva que baja por allí; azul, por el reflejo del cielo; y blanco, por la espuma formada por las caídas de agua.",https://www.colombia.co/wp-content/uploads/2017/09/cano_cristales.png,2.264167,-73.794444,752,La Macarena,700,1
13,Santuario de las lajas,"El Santuario de Nuestra Señora del Rosario de Las Lajas es un templo y basílica para el culto cristiano y veneración de Nuestra Señora de Las Lajas. Este santuario se ubica en Ipiales, en el departamento de Nariño, al sur de Colombia y es destino de peregrinación y turismo desde el siglo xviii.",https://denomades.s3.us-west-2.amazonaws.com/blog/wp-content/uploads/2018/03/05123007/lajas-1024x713.jpg,0.8055,-77.586,791,Ipiales,295,1
22,Volcan azufral,"El Azufral es un volcán semiactivo ubicado en la región andina del departamento colombiano de Nariño. Tiene una elevación de 4070 msnm. Es considerado como reserva natural por el consejo directivo de Corponariño. Se destacan las lagunas Negra, Blanca y Verde, siendo esta última la de mayor atractivo, razón por la que es visitada durante todo el año por miles de turistas de todas partes del mundo. El acceso se realiza principalmente desde Túquerres, aunque también puede realizarse y tiene mayor diversidad natural desde el corregimiento de El Espino, en Sapuyes. Ante la reanudación de la actividad volcánica del volcán Galeras, el Azufral y otros volcanes de los departamentos de Nariño y Cauca, empezaron a ser monitoreados por el sistema geológico colombiano o SGC antes conocido como Ingeominas, el organismo del Estado encargado de la vigilancia sismológica y vulcanologica en Colombia. El complejo volcánico se reparte entre las jurisdicciones de los municipios de Túquerres, Sapuyes y Mallama.",https://www.travelombia.com/wp-content/uploads/2014/11/Volcan-Azufral-main-620x245.jpg,1.085264,-77.718758,823,Túquerres,1004,1
30,Filandia,"Filandia es un municipio colombiano perteneciente al departamento del Quindío.1​ Originalmente, el territorio en que se encuentra ubicado el municipio estuvo habitado por indígenas quimbayas. Las tierras de Filandia hacia el año 1540 fueron denominadas por los colonos españoles como «provincia quimbaya». La población de Filandia fue fundada el 20 de agosto de 1878, por parte de colonos antioqueños, con anterioridad, algunos llamaban al lugar como caserío o corregimiento de Cartago o de Nudilleros. En 1892 obtuvo la categoría de municipio.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Filandia.jpg/250px-Filandia.jpg,4.673333,-75.658333,889,Filandia,544,1
11,Parque del cafe,"El Parque del Café es un parque temático colombiano situado en el corregimiento de Pueblo Tapao, del municipio de Montenegro en Quindío, Colombia. Dispone de dos teleféricos, shows, jardín del café mundial, tres montañas rusas, puestos de alimentos basados en café, arquitectura folclórica colombiana, y otras más, totalizando 40 atracciones que se dividen en: mecánicas, acuáticas y temáticas.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Parque_del_caf%C3%A9%2C_panor%C3%A1mica_parque_ecoturistico.jpg/800px-Parque_del_caf%C3%A9%2C_panor%C3%A1mica_parque_ecoturistico.jpg,4.54,-75.77,891,Montenegro,394,1
27,Valle del cocora,"El valle de Cocora es un paisaje natural localizado en la cordillera central de los Andes colombianos, específicamente en el departamento del Quindío, en el área de influencia del Parque nacional natural Los Nevados. Cuenta con algunas poblaciones del árbol nacional de Colombia, la palma de cera del Quindío (Ceroxylon quindiuense), así como de una gran variedad de flora y fauna, mucha de ella en peligro de extinción, protegida bajo el estatus de parque nacional natural. El valle, así como la localidad cercana de Salento, se ubican entre los principales destinos turísticos de Colombia.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Cocora_valley.JPG/800px-Cocora_valley.JPG,4.641111,-75.541389,894,Salento,591,1
24,Salento,"Salento es un municipio colombiano en el departamento del Quindío. Llamado el Municipio Padre del Quindío por ser el más antiguo de este departamento, conocido como el municipio Cuna del árbol Nacional ""La Palma de Cera"". Posee una gran variedad de atractivos turísticos entre ellos el Valle de Cocora en donde se puede encontrar un paisaje lleno de naturaleza, como el Barranquero o Momotus aequatorialis, un ave comúnmente divisada, hacer caminatas ecológicas y disfrutar de los paisajes de esta localidad. La temperatura promedio es de 18 grados Celsius y tiene una población aproximada en el casco urbano de 3000 habitantes y en la zona rural de 5500 habitantes. Se distingue por la arquitectura de su plaza, y de sus casas antiguas en bahareque y en tapias de barro, por la amabilidad y gentileza de sus pobladores, demostraciones artísticas callejeras, por sus hermosos paisajes y por su excelente clima.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Callerealsalento.JPG/800px-Callerealsalento.JPG,4.637222,-75.570833,894,Salento,910,1
16,San Andres,"La isla de San Andrés (conocida también como SAI es decir las iniciales del departamento San Andrés Islas) es una isla colombiana del mar Caribe. Es la más grande de las islas que forman parte del archipiélago de San Andrés, Providencia y Santa Catalina, con una extensión total de 26 km², siendo así la isla más grande del país. Las islas han sido objeto de disputa territorial entre Colombia y Nicaragua. Sin embargo, el 19 de noviembre de 2012, la Corte Internacional de Justicia dictaminó la soberanía total de Colombia sobre el archipiélago, con concesiones de espacio marítimo a Nicaragua.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Panor%C3%A1mica_de_San_Andres.JPG/265px-Panor%C3%A1mica_de_San_Andres.JPG,12.583333,-81.7,912,San Andrés,595,1
23,Parque Nacional del Chicamocha,"El parque está ubicado en la vía Bucaramanga - San Gil, a 54 km de la capital del departamento de Santander y a 39 km de San Gil, siendo jurisdicción del municipio de Aratoca, ha sido construido sobre el Cañón del Chicamocha, aprovechando sus riquezas naturales e históricas. Su extensión es de 264 hectáreas. El Parque comprende un conjunto urbanístico conformado por diferentes elementos y lugares que representan la cultura santandereana.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Parque_Nacional_Chicamocha.jpg/800px-Parque_Nacional_Chicamocha.jpg,6.7898,-73.003986,918,Aratoca,441,1
21,Barichara,"Barichara es un municipio colombiano ubicado en el departamento de Santander. Forma parte de la provincia de Guanentá. La población es reconocida por sus construcciones de finales del siglo xviii; el sector antiguo de la población fue declarado patrimonio cultural del país mediante decreto 1654 de 1978.4​Este municipio es conocido popularmente por ser ""el pueblo más lindo de Colombia"", por lo cual ha sido merecedor del título de Monumento Nacional.5​ Hace parte de la Red de pueblos patrimonio de Colombia. Barichara hoy “tiene gastronomía, hotelería, la conexión con deportes de riesgo, la conexión con el ecoturismo, y esta belleza que vemos nosotros aquí en el paisaje que es un municipio que tiene el desarrollo arquitectónico de la mano con la protección de la naturaleza",https://blog.redbus.co/wp-content/uploads/2019/05/dscn0664ed-768x576.jpg,6.636111,-73.223611,920,Barichara,780,1
35,Buga,"Guadalajara de Buga, que es el nombre formal de la ciudad, es una de las ciudades más antiguas de Colombia; fundada en 1555 por Giraldo Gil de Estupiñán por orden del conquistador español Sebastián de Belalcázar y conocida como Buga la Real (""la Buga Real"") o La Ciudad Señora (""la Ciudad de la Señora""). Fue el hogar de muchas familias adineradas que venían de España y se asentaban en el Nuevo Mundo .",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Buga_desde_el_faro.JPG/800px-Buga_desde_el_faro.JPG,3.9,-76.301944,1087,Bugalagrande,403,1
29,Parque Arví,"El Parque Regional Ecoturístico Arví es un parque natural ecológico localizado en el nororiente de Medellín. Abarca territorios de los municipios de Bello, Copacabana, Guarne y Medellín. La inversión destinada a este parque, el mayor de su género en el país, está realizada en su totalidad por entidades estatales regionales, y con él se ha logrado la hazaña de ofrecerle 12 metros cuadrados de parque a cada habitante de Medellín, cuando antes de este proyecto solo contaba con 4 metros. Cuenta con 16.000 hectáreas, 1.760 de las cuales se encuentran en impecable estado de bosques naturales, y está dotado de 54 kilómetros de senderos para facilitar el desplazamiento y las caminatas de los visitantes.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/MetrocableArv%C3%AD1.JPG/270px-MetrocableArv%C3%AD1.JPG,6.265556,-75.496944,12,Medellín,704,1
18,Museo el Castillo,"El Museo y Jardines El Castillo es un museo colombiano en el barrio El Poblado de Medellín . Ofrece exposiciones permanentes de objetos en porcelana y vidrio, vitrales, antigüedades, pintura y escultura, entre otros. La exhibición permanente contiene nueve salas y un jardín exterior.",https://lanzateyviaja.com/wp-content/uploads/2019/04/Musio-el-Castillo-Colombia.jpg?ezimgfmt=ng:webp/ngcb41,6.19019,-75.56954,12,Medellín,284,1
7,Guatapé,"Guatapé es un municipio de Colombia, localizado en la subregión Oriente del departamento de Antioquia. Limita por el norte con el municipio de Alejandría y Concepción, por el este con los municipios de San Rafael y San Carlos, por el sur con los municipios de Granada y El Peñol y por el Oeste con El Peñol. Su cabecera dista 79 kilómetros de la ciudad de Medellín, capital del departamento de Antioquia. El municipio posee una extensión de 76 kilómetros cuadrados.",https://cdn.colombia.com/images/v2/turismo/sitios-turisticos/medellin/guatape-paisaje-antioquia-800.webp,6.2325,-75.15861,12,Medellín,465,1
20,Cerro de Monserrate,"El cerro de Monserrate es el más conocido de los cerros Orientales de Bogotá. Junto a Guadalupe es uno de los cerros tutelares de la ciudad. Monserrate tiene una altitud de 3152 m y se ubica sobre la cordillera oriental.1​Los cerros de Bogotá, de origen sedimentario, tienen por lo menos 16 millones de años de antigüedad, con rocas de edad cretácica pertenecientes al Grupo guadalupe, en lo que se refiere al aspecto geológico. Hasta mediados del siglo xvii fue conocido como cerro de Las Nieves. La basílica del Señor de Monserrate ha sido lugar de peregrinación religiosa desde la época colonial y se constituye en un atractivo natural, religioso, gastronómico de la ciudad. Se puede ascender al cerro por el sendero peatonal, por teleférico o por funicular.",https://www.colombia.co/wp-content/uploads/2018/04/shutterstock_645025201-1024x683.jpg,4.605833,-74.056389,167,Bogotá D.C.,761,1
1,Museo del oro,"El Museo del Oro del Banco de la República de Colombia es una institución pública la cual su fin es la adquisición, conservación y exposición de piezas de orfebrería y alfarería de culturas indígenas del periodo precolombino de la actual Colombia, cuenta con más de 30 000 piezas hechas en oro, 20 000 de objetos líticos, cerámicos, piedras y textiles pertenecientes a las culturas Quimbaya, Calima, Tairona, Zenú, Muisca, Tolima, Tumaco entre otros. Este museo se encuentra en el costado oriental del parque Santander, en el centro histórico de Bogotá cerca de la estación de TransMilenio Museo del Oro.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/BOG_Museo_del_Oro.JPG/800px-BOG_Museo_del_Oro.JPG,4.601919,-74.072,167,Bogotá D.C.,604,1
32,Ciudad amurallada,"La Ciudad Amurallada es el centro histórico de la ciudad de Cartagena de Indias y ha sido declarado tanto patrimonio nacional de Colombia como Patrimonio de la Humanidad. Ahí vivían los nobles y las personas importantes en la época de la Colonia. Al recorrer la Ciudad Amurallada podemos encontrar el Palacio de la Inquisición, el Museo del Oro Zenú y elMuseo de Arte Moderno. También la Plaza de los Coches que presenta un recorrido por las casonas coloniales y por la estatua de Pedro de Heredia, la Iglesia y el Convento de San Pedro de Claver y la Alcaldía Mayor, entre otros edificios históricos perfectamente conservados de Cartagena de Indias.",https://2.bp.blogspot.com/-zH6Y3DoW8zQ/UgZ1Pun_CwI/AAAAAAAABD4/KgvMRBexcJE/s640/DSC01928+(1).JPG,10.423611,-75.525278,210,Cartagena,650,1
10,Castillo San Felipe de Barajas,"El Castillo San Felipe de Barajas es una fortificación localizada en la ciudad de Cartagena de Indias en Colombia. Su nombre real es Fuerte de San Felipe de Barajas. Está situado sobre un cerro llamado San Lázaro y fue construido en 1657 durante la época colonial española. Sufrió constantes asedios por parte de los ingleses y franceses, siendo el comandante francés Barón de Pointis quien tomara el castillo a mediados de 1697. En 1984, la Unesco incluyó el centro histórico de la ciudad de Cartagena de Indias, el conjunto de sus fortificaciones y el castillo San Felipe de Barajas dentro de la lista de Patrimonio de la Humanidad.1​ Se le considera una de las siete maravillas de Colombia, reconocimiento que le acredita como una de las más grandes estructuras construidas en territorio colombiano, luego de una encuesta realizada por el periódico El Tiempo.2​ También forma parte del patrimonio histórico y cultural de Colombia, según el Ministerio de Cultura.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/71_-_Carthag%C3%A8ne_-_D%C3%A9cembre_2008.jpg/1024px-71_-_Carthag%C3%A8ne_-_D%C3%A9cembre_2008.jpg,10.42222,-75.53806,210,Cartagena,965,1
31,Rodadero,"El Rodadero es un balneario de la ciudad de Santa Marta, a orillas del mar Caribe en Colombia. Corresponde a la zona norteº de la comuna de Gaira-Rodadero y se caracteriza por sus playas de arena clara y sus edificios de gran altura. Su desarrollo comenzó a mediados de los años 1950 y desde entonces se ha convertido en uno de los principales destinos turísticos del país.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Vista_general_de_la_playa_de_El_Rodadero.jpg/273px-Vista_general_de_la_playa_de_El_Rodadero.jpg,11.20145,-74.22812,709,Santa Marta,373,1
